sku,brand,name,gross_weight,dimension_length,dimension_width,dimension_height,dimension_uom,volume
1001002796-SP-2L100,3M,SAFETY IMPACT GOGGLE ANTI FOG LENS 332AF,0.245,145,70,145,MM,1471.75
1001002796-7000040163,3M,SCOTCH MOUNTING TAPE- 24 X 1000 MM 110,0.259,169.7,169.7,54,MM,1555.09686
1001002787-C-49,BANDO,GREEN SEAL BANDO 22.2MM C-49,0.667,20,20,10,CM,4000
1001002787-SPB-1850,BANDO,SP TYPE BANDO 16MM SPB-1850,0.667,20,20,10,CM,4000
1001002787-XPB-2240,BANDO,SP TYPE COG BANDO 16.3MM XPB-2240,0.667,20,20,10,CM,4000
1001002796-7000000539,3M,TRIZACT HOOKIT BLENDING DISC P1000 02090,0.140,177.4,172.4,27.54,MM,842.2767504
1001002787-A-145,BANDO,GREEN SEAL BANDO 12.7MM A-145,0.667,20,20,10,CM,4000
1001002796-60455035273,3M,TRIZACT HOOKIT BLENDING DISC P3000 02085,0.140,177,172,27.54,MM,838.42776
1001002800-7106-UK5,CHEETAH,MID CUT LACE UP BOOTS 5 (UK),1.677,350,230,125,MM,10062.5
1001002796-7000040085,3M,SCOTCH-BRITE HANDPAD GRN-3 X 4IN ID-11,0.149,131.6,106.2,64,MM,894.45888
1001002796-7000040087,3M,SCOTCH-BRITE SPONGE GREEN-3 X 4IN ID-30,0.149,131.6,106.2,64,MM,894.45888
1001002813-1JG9-10-12-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-10-12OG,0.462,180,110,140,MM,2772
1001002787-A-146,BANDO,GREEN SEAL BANDO 12.7MM A-146,0.667,20,20,10,CM,4000
1001002794-S1-8050-030,STANLEY,DEADBOLT LOCK-SIN. CYLINDER S1-8050-030,0.720,180,160,150,MM,4320
1001002794-S1-8050-050,STANLEY,DEADBOLT LOCK-SIN. CYLINDER S1-8050-050,0.720,180,160,150,MM,4320
1001002794-S1-8050-320,STANLEY,DEADBOLT LOCK-SIN. CYLINDER S1-8050-320,0.720,180,160,150,MM,4320
1001002797-ESS.LEDTUBE 600MM 10W 840,PHILIPS,"LED ESS.LEDTUBE 600MM 10W 840,865",0.251,602.5,50,50,MM,1506.25
1001002794-29-086-0-23,STANLEY,STICK ROLLER 4INC 29-086-0-23,0.310,120,310,50,MM,1860
1001002797-ECOFIT LEDTUBE 600MM 8W 740,PHILIPS,"LED ECOFIT LEDTUBE 600MM 8W 740,765",0.250,600,50,50,MM,1500
1001002787-A-147,BANDO,GREEN SEAL BANDO 12.7MM A-147,0.667,20,20,10,CM,4000
1001002796-IP-3F171,3M,AFT ACRYLIC FOAM TAPE 20X4500MM 5666,0.188,150,150,50,MM,1125
1001002787-C-50,BANDO,GREEN SEAL BANDO 22.2MM C-50,0.667,20,20,10,CM,4000
1001002787-B-89 (RS),BANDO,RED SEAL BANDO 16.7MM B-89 (RS),0.667,20,20,10,CM,4000
1001002787-B-90 (RS),BANDO,RED SEAL BANDO 16.7MM B-90 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-3475,BANDO,SP TYPE BANDO 12.5MM SPA-3475,0.667,20,20,10,CM,4000
1001002787-SPB-1880,BANDO,SP TYPE BANDO 16MM SPB-1880,0.667,20,20,10,CM,4000
1001002787-SPB-1900,BANDO,SP TYPE BANDO 16MM SPB-1900,0.667,20,20,10,CM,4000
1001002800-4008H-EUR38,CHEETAH,WOMEN LOW CUT SHOES ADJ STRAP 38 (EUR),1.436,350,197,125,MM,8618.75
1001002790-2901365,PHOENIX CONTACT,COMMUNICATION MODULE EEM-RS485-MA400,0.253,163,233,40, MM ,1519.16
1001002799-52399,FISCHER,MIRROR FIXING SKL-M K SPIEGELBEF.METALL,0.198,138,100,86,MM,1186.8
1001002794-78-028-23,STANLEY,TIE ROD SEPARATOR-12INC 78-028-23,0.326,310,210,30,MM,1953
1001002787-A-148,BANDO,GREEN SEAL BANDO 12.7MM A-148,0.667,20,20,10,CM,4000
1001002794-58-120-81,STANLEY,CENTER PUNCH 1/8INC 58-120-81,0.175,101.6,101.6,101.6,MM,1048.772096
1001002797-HPI-T 400W,PHILIPS,LIGHT BULBS HPI-T 400W,0.376,168,47,286,MM,2258.256
1001002813-1JG9-12-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-12-OG,0.462,180,110,140,MM,2772
1001002787-A-149,BANDO,GREEN SEAL BANDO 12.7MM A-149,0.667,20,20,10,CM,4000
1001002794-79-026-23,STANLEY,SPRING COMPRESSOR-MACPHERSON 79-026-23,0.621,230,180,90,MM,3726
1001002813-4J-20Z,EATON,JIC MALE PLUG 4J-20Z,0.462,180,110,140,MM,2772
1001002787-A-150,BANDO,GREEN SEAL BANDO 12.7MM A-150,0.667,20,20,10,CM,4000
1001002800-2288C-UK5,CHEETAH,PULL UP RIGGER BOOTS 5 (UK),1.677,350,230,125,MM,10062.5
1001002804-0 3824 5008,AEG,2 MODE SDS MAX ROTARY HAMMER KH 5 G,7.116,590,158,458,MM,42694.76
1001002787-C-51,BANDO,GREEN SEAL BANDO 22.2MM C-51,0.667,20,20,10,CM,4000
1001002794-69-293-22,STANLEY,HEX KEY 7/32INC 2-WAY T-HANDLE 69-293-22,0.232,265,175,30,MM,1391.25
1001002794-69-288-22,STANLEY,HEX KEY 7/64INC 2-WAY T-HANDLE 69-288-22,0.232,265,175,30,MM,1391.25
1001002794-69-284-22,STANLEY,HEX KEY 8.0MM 2-WAY T-HANDLE 69-284-22,0.232,265,175,30,MM,1391.25
1001002794-69-290-22,STANLEY,HEX KEY 9/64INC 2-WAY T-HANDLE 69-290-22,0.232,265,175,30,MM,1391.25
1001002794-69-308-22,STANLEY,TORX KEY T45 2-WAY T-HANDLE 69-308-22,0.232,265,175,30,MM,1391.25
1001002797-SON H 220W,PHILIPS,LIGHT BULBS SON H 220W,0.313,227,91,91,MM,1879.787
1001002794-69-283-22,STANLEY,HEX KEY 7.0MM 2-WAY T-HANDLE 69-283-22,0.228,260,175,30,MM,1365
1001002798-TZE-FX651,BROTHER,TZE-FX651 FLEXIBLE BLACK ON YELLOW,0.160,147,142,46,MM,960.204
1001002832-137545,UHU,UHU HOUSE HOLD EPOXY SET MIX SYRINGE,0.121,2.8,11,23.5,CM,723.8
1001002794-69-282-22,STANLEY,HEX KEY 6.0MM 2-WAY T-HANDLE 69-282-22,0.223,255,175,30,MM,1338.75
1001002794-69-304-22,STANLEY,TORX KEY T25 2-WAY T-HANDLE 69-304-22,0.223,255,175,30,MM,1338.75
1001002794-69-305-22,STANLEY,TORX KEY T27 2-WAY T-HANDLE 69-305-22,0.223,255,175,30,MM,1338.75
1001002794-69-306-22,STANLEY,TORX KEY T30 2-WAY T-HANDLE 69-306-22,0.223,255,175,30,MM,1338.75
1001002813-5N-20-12Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-20-12Z,0.462,180,110,140,MM,2772
1001002787-C-52,BANDO,GREEN SEAL BANDO 22.2MM C-52,0.667,20,20,10,CM,4000
1001002787-BX-116,BANDO,MULTIPLE COG BANDO 17MM BX-116,0.667,20,20,10,CM,4000
1001002787-B-93 (RS),BANDO,RED SEAL BANDO 16.7MM B-93 (RS),0.667,20,20,10,CM,4000
1001002787-B-94 (RS),BANDO,RED SEAL BANDO 16.7MM B-94 (RS),0.667,20,20,10,CM,4000
1001002787-SPB-1975,BANDO,SP TYPE BANDO 16MM SPB-1975,0.667,20,20,10,CM,4000
1001002796-7000040164,3M,SCOTCH MOUNTING TAPE- 24 X 500 MM 110,0.222,157,157,54,MM,1331.046
1001002787-A-155,BANDO,GREEN SEAL BANDO 12.7MM A-155,0.667,20,20,10,CM,4000
1001002794-79-046-23,STANLEY,BATTERY HYDROMETER 79-046-23,0.500,250,150,80,MM,3000
1001002794-69-291-22,STANLEY,HEX KEY 5/32INC 2-WAY T-HANDLE 69-291-22,0.219,250,175,30,MM,1312.5
1001002794-69-286-22,STANLEY,HEX KEY 5/64INC 2-WAY T-HANDLE 69-286-22,0.219,250,175,30,MM,1312.5
1001002794-69-307-22,STANLEY,TORX KEY T40 2-WAY T-HANDLE 69-307-22,0.219,250,175,30,MM,1312.5
1001002796-IP-3F141,3M,AFT ACRYLIC FOAM TAPE 12X4500MM 5666,0.158,150,150,42,MM,945
1001002797-HPI-T 250W,PHILIPS,LIGHT BULBS HPI-T 250W,0.318,158,47,257,MM,1908.482
1001002797-HPL-N 250W,PHILIPS,LIGHT BULBS HPL-N 250W,0.312,226,91,91,MM,1871.506
1001002813-GN-16PKZ,EATON,NPT FEMALE TEE GN-16PKZ,0.462,180,110,140,MM,2772
1001002794-69-GR20B-23,STANLEY,GLUE-REG GUN R-PIN 100-240V 69-GR20B-23,0.495,275,180,60,MM,2970
1001002794-69-GR25B-23,STANLEY,GLUE-REG GUN R-PIN DUAL 69-GR25B-23,0.495,275,180,60,MM,2970
1001002797-ML 100W,PHILIPS,LIGHT BULBS ML 100W,0.130,155,71,71,MM,781.355
1001002794-69-303-22,STANLEY,TORX KEY T20 2-WAY T-HANDLE 69-303-22,0.213,250,170,30,MM,1275
1001002794-69-299-22,STANLEY,TORX KEY T8 2-WAY T-HANDLE 69-299-22,0.213,250,170,30,MM,1275
1001002794-69-300-22,STANLEY,TORX KEY T9 2-WAY T-HANDLE 69-300-22,0.213,250,170,30,MM,1275
1001002794-21-102-5-11,STANLEY,SURFORM FLAT FILE 5 1/2INC 21-102-5-11,0.211,390,65,50,MM,1267.5
1001002797-ML 250W HG,PHILIPS,LIGHT BULBS ML 250W HG,0.312,226,91,91,MM,1871.506
1001002797-HPL-N 125W,PHILIPS,LIGHT BULBS HPL-N 125W,0.167,173,76,76,MM,999.248
1001002787-C-53,BANDO,GREEN SEAL BANDO 22.2MM C-53,0.667,20,20,10,CM,4000
1001002787-B-95 (RS),BANDO,RED SEAL BANDO 16.7MM B-95 (RS),0.667,20,20,10,CM,4000
1001002787-M-29 (RS),BANDO,RED SEAL BANDO 10MM M-29 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-3750,BANDO,SP TYPE BANDO 12.5MM SPA-3750,0.667,20,20,10,CM,4000
1001002787-SPB-2000,BANDO,SP TYPE BANDO 16MM SPB-2000,0.667,20,20,10,CM,4000
1001002787-SPB-2020,BANDO,SP TYPE BANDO 16MM SPB-2020,0.667,20,20,10,CM,4000
1001002787-SPB-2025,BANDO,SP TYPE BANDO 16MM SPB-2025,0.667,20,20,10,CM,4000
1001002787-XPB-2410,BANDO,SP TYPE COG BANDO 16.3MM XPB-2410,0.667,20,20,10,CM,4000
1001002797-R63 40W,PHILIPS,LIGHT BULBS R63 25W & 40W,0.232,80,130,134,MM,1393.6
1001002797-MT-S 50 220-230,PHILIPS,BALLASTS MT-S 50 220-230,0.210,149,93,91,MM,1260.987
1001002794-69-280-22,STANLEY,HEX KEY 4.0MM 2-WAY T-HANDLE 69-280-22,0.210,240,175,30,MM,1260
1001002797-HPI 250W BU E40,PHILIPS,LIGHT BULBS HPI 250W BU E40,0.312,226,91,91,MM,1871.506
1001002797-SON 150W,PHILIPS,LIGHT BULBS SON 150W,0.282,210,132,61,MM,1690.92
1001002797-SON-T 150W,PHILIPS,LIGHT BULBS SON-T 150W,0.282,210,132,61,MM,1690.92
1001002787-A-158,BANDO,GREEN SEAL BANDO 12.7MM A-158,0.667,20,20,10,CM,4000
1001001954-METSEPM1200,SCHNEIDER,POWER METER PM 1200,0.123,96,96,80,MM,737.28
1001000896-980406,CLEAN MATIC,KESET OVAL JUMBO 980406,0.447,61,44,1,CM,2684
1001002794-29-076-1-23,STANLEY,ROLLER FRAME 7INC STICK 29-076-1-23,0.266,190,280,30,MM,1596
1001002794-69-292-22,STANLEY,HEX KEY 3/16INC 2-WAY T-HANDLE 69-292-22,0.206,235,175,30,MM,1233.75
1001002794-69-287-22,STANLEY,HEX KEY 3/32INC 2-WAY T-HANDLE 69-287-22,0.206,235,175,30,MM,1233.75
1001002794-20-004-23,STANLEY,SAW CROSSCUT 18INCX7T/8P 20-004-23,0.685,470,250,35,MM,4112.5
1001002798-TZE-261,BROTHER,TZE-261 BLACK ON WHITE,0.194,193,140,43,MM,1161.86
1001002797-TL-E 22W 54,PHILIPS,LIGHT BULBS TL-E 22W 54,0.216,205,205,30.9,MM,1298.5725
1001002813-4N-20Z,EATON,NPT MALE PLUG 4N-20Z,0.462,180,110,140,MM,2772
1001002787-A-160,BANDO,GREEN SEAL BANDO 12.7MM A-160,0.667,20,20,10,CM,4000
1001002794-69-302-22,STANLEY,TORX KEY T15 2-WAY T-HANDLE 69-302-22,0.202,245,165,30,MM,1212.75
1001002835-1384759,BOSSARD,HEXAGON STAND-OFF M3 1384759,0.802,225,225,95,MM,4809.375
1001002835-1384783,BOSSARD,HEXAGON STAND-OFF M3 1384783,0.802,225,225,95,MM,4809.375
1001002835-1384856,BOSSARD,HEXAGON STAND-OFF M3 1384856,0.802,225,225,95,MM,4809.375
1001002835-1539817,BOSSARD,HEXAGON STAND-OFF M4 1539817,0.802,225,225,95,MM,4809.375
1001002835-1384953,BOSSARD,HEXAGON STAND-OFF M3 1384953,0.802,225,225,95,MM,4809.375
1001002835-1543547,BOSSARD,HEXAGON STAND-OFF M4 1543547,0.802,225,225,95,MM,4809.375
1001002794-69-278-22,STANLEY,HEX KEY 2.5MM 2-WAY T-HANDLE 69-278-22,0.200,235,170,30,MM,1198.5
1001002794-69-279-22,STANLEY,HEX KEY 3.0MM 2-WAY T-HANDLE 69-279-22,0.200,235,170,30,MM,1198.5
1001002794-69-296-22,STANLEY,HEX KEY 3/8INC 2-WAY T-HANDLE 69-296-22,0.200,235,170,30,MM,1198.5
1001002787-C-54,BANDO,GREEN SEAL BANDO 22.2MM C-54,0.667,20,20,10,CM,4000
1001002787-B-97 (RS),BANDO,RED SEAL BANDO 16.7MM B-97 (RS),0.667,20,20,10,CM,4000
1001002787-B-98 (RS),BANDO,RED SEAL BANDO 16.7MM B-98 (RS),0.667,20,20,10,CM,4000
1001002787-SPB-2050,BANDO,SP TYPE BANDO 16MM SPB-2050,0.667,20,20,10,CM,4000
1001002800-5106HA-UK5,CHEETAH,MID CUT LACE UP BOOTS WITH MESH 5 (UK),1.677,350,230,125,MM,10062.5
1001002798-TZE-251,BROTHER,TZE-251 BLACK ON WHITE,0.158,198,145,33,MM,947.43
1001002813-AJ-12Z,EATON,JIC MALE TEE AJ-12Z,0.462,180,110,140,MM,2772
1001002790-2901364,PHOENIX CONTACT,MEASURING INSTRUMENT EEM-MA400 2901364,0.815,163,240,125, MM ,4890
1001002787-A-162,BANDO,GREEN SEAL BANDO 12.7MM A-162,0.667,20,20,10,CM,4000
1001002794-69-295-22,STANLEY,HEX KEY 5/16INC 2-WAY T-HANDLE 69-295-22,0.194,235,165,30,MM,1163.25
1001002803-9082,HAWS,EYEWASH PRESERVATIVES 9082,0.141,15,7.5,7.5,CM,843.75
1001002794-69-301-22,STANLEY,TORX KEY T10 2-WAY T-HANDLE 69-301-22,0.192,240,160,30,MM,1152
1001002794-69-298-22,STANLEY,TORX KEY T7 2-WAY T-HANDLE 69-298-22,0.192,240,160,30,MM,1152
1001002832-137615,UHU,UHU SUPER GLUE GEL,0.075,2.8,9.5,17,CM,452.2
1001002794-69-277-22,STANLEY,HEX KEY 2.0MM 2-WAY T-HANDLE 69-277-22,0.190,230,165,30,MM,1138.5
1001002794-69-281-22,STANLEY,HEX KEY 5.0MM 2-WAY T-HANDLE 69-281-22,0.190,230,165,30,MM,1138.5
1001002835-1250213,BOSSARD,WAVED SPRING WASHER M4 1250213 ,1.030,255,255,95,MM,6177.375
1001002835-1004352,BOSSARD,HEX SOC HEAD CAP SCREW M6x25 1004352,1.030,255,255,95,MM,6177.375
1001002835-1004360,BOSSARD,HEX SOC HEAD CAP SCREW M6x30 1004360,1.030,255,255,95,MM,6177.375
1001002835-1004441,BOSSARD,HEX SOC HEAD CAP SCREW M6x65 1004441,1.030,255,255,95,MM,6177.375
1001002835-1253603,BOSSARD,HELICAL SPRING LOCK WASHER M5 1253603,1.030,255,255,95,MM,6177.375
1001002835-3062115,BOSSARD,HELICAL SPRING LOCK WASHER M5 3062115 ,1.030,255,255,95,MM,6177.375
1001002794-21-104-5-11,STANLEY,SURFORM-BLOCK PLANE 5 1/2INC 21-104-5-11,0.188,160.02,99.06,71.12,MM,1127.364455
1001002797-ML 160W,PHILIPS,LIGHT BULBS ML 160W,0.166,172,76,76,MM,993.472
1001002787-C-55,BANDO,GREEN SEAL BANDO 22.2MM C-55,0.667,20,20,10,CM,4000
1001002787-SPB-2120,BANDO,SP TYPE BANDO 16MM SPB-2120,0.667,20,20,10,CM,4000
1001002787-XPB-2500,BANDO,SP TYPE COG BANDO 16.3MM XPB-2500,0.667,20,20,10,CM,4000
1001002787-XPB-2530,BANDO,SP TYPE COG BANDO 16.3MM XPB-2530,0.667,20,20,10,CM,4000
1001002787-3V-250,BANDO,POWER ACE BANDO 9.5MM 3V-250,0.667,20,20,10,CM,4000
1001002787-3VX-250,BANDO,POWER ACE COG BANDO 3VX-250,0.667,20,20,10,CM,4000
1001002800-4007H-EUR38,CHEETAH,WOMEN LOW CUT LACE UP SHOES 38 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4007H-EUR39,CHEETAH,WOMEN LOW CUT LACE UP SHOES 39 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4007H-EUR40,CHEETAH,WOMEN LOW CUT LACE UP SHOES 40 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4008H-EUR39,CHEETAH,WOMEN LOW CUT SHOES ADJ STRAP 39 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4008H-EUR40,CHEETAH,WOMEN LOW CUT SHOES ADJ STRAP 40 (EUR),1.436,350,197,125,MM,8618.75
1001002797-HPL-N 80W,PHILIPS,LIGHT BULBS HPL-N 80W,0.130,155,71,71,MM,781.355
1001002796-7000040073,3M,SUPER STRONG FOR CAR KCA-15,0.185,157,157,45,MM,1109.205
1001000619-1020070101,NIGATA SEIKI,METAL RULER ST-150 1020070101,0.077,175,15,175,MM,459.375
1001000619-1020070102,NIGATA SEIKI,METAL RULER SV-150 1020070102,0.077,175,15,175,MM,459.375
1001000619-1020070103,NIGATA SEIKI,CATCH UP SCALE RULER CU-15KD 1020070103,0.077,175,15,175,MM,459.375
1001002790-489136,PALAZZOLI,TOPTER FIRM GRIP INCLINED TO 3P 489136,0.257,150,93.5,110,MM,1542.75
1001002797-SON 70W,PHILIPS,LIGHT BULBS SON 70W,0.131,156,71,71,MM,786.396
1001002794-29-808-5-23,STANLEY,RLLR REFL 4INC (VELOUR) 29-808-5-23,0.242,120,110,110,MM,1452
1001002796-7100015089,3M,COMFORT LIFT KNEE SUPPORT M-76587EN,0.229,126.52,68.1,159.54,MM,1374.598554
1001002798-TZE-355,BROTHER,TZE-355 WHITE ON BLACK,0.115,147,142,33,MM,688.842
1001002798-TZE-651,BROTHER,TZE-651 BLACK ON YELLOW,0.115,147,142,33,MM,688.842
1001002813-4O-20Z,EATON,UN-ORING  BOSS PLUG 4O-20Z,0.462,180,110,140,MM,2772
1001002794-69-285-22,STANLEY,HEX KEY 10.0MM 2-WAY T-HANDLE 69-285-22,0.180,225,160,30,MM,1080
1001001954-LAEN11,SCHNEIDER,AUXILIARY CONTACT BLOCK 1NO 1NC LAEN11,0.108,60,90,120,MM,648
1001002797-RECESSED 66663 WH 1X11W,PHILIPS,LIGHTS RECESSED 66663 WH 1X11W,0.369,129,129,133,MM,2213.253
1001002797-RECESSED 66663 NK 1X11W,PHILIPS,LIGHTS RECESSED 66663 NK 1X11W,0.369,129,129,133,MM,2213.253
1001002832-137570,UHU,UHU HOUSE HOLD PORCELAIN,0.075,2.8,9.5,17,CM,452.2
1001002832-139710,UHU,UHU STRONG AND SAFE ,0.067,2.5,9.5,17,CM,403.75
1001002794-PHT150-22,STANLEY,HEAVY DUTY HAMMER TACKER PHT150-22,0.258,45.72,96.52,350.52,MM,1546.807745
1001002800-2288C-UK6,CHEETAH,PULL UP RIGGER BOOTS 6 (UK),1.677,350,230,125,MM,10062.5
1001002800-2288C-UK7,CHEETAH,PULL UP RIGGER BOOTS 7 (UK),1.677,350,230,125,MM,10062.5
1001002800-3110H-UK10,CHEETAH,ANKLE BOOTS WITH ELASTIC SIDES 10 (UK),1.677,350,230,125,MM,10062.5
1001002787-B-100,BANDO,GREEN SEAL BANDO 16.7MM B-100,0.667,20,20,10,CM,4000
1001002797-SON-T 70W,PHILIPS,LIGHT BULBS SON-T 70W,0.111,156,102,42,MM,668.304
1001002794-69-294-22,STANLEY,HEX KEY 1/4INC 2-WAY T-HANDLE 69-294-22,0.176,220,160,30,MM,1056
1001002787-C-56,BANDO,GREEN SEAL BANDO 22.2MM C-56,0.667,20,20,10,CM,4000
1001002787-B-102 (RS),BANDO,RED SEAL BANDO 16.7MM B-102 (RS),0.667,20,20,10,CM,4000
1001002787-SPB-2150,BANDO,SP TYPE BANDO 16MM SPB-2150,0.667,20,20,10,CM,4000
1001002787-XPB-2550,BANDO,SP TYPE COG BANDO 16.3MM XPB-2550,0.667,20,20,10,CM,4000
1001002797-TL-X XL 40W 33,PHILIPS,LIGHT BULBS TL-X XL 40W 33,0.334,1220.5,40.5,40.5,MM,2001.925125
1001002794-69-289-22,STANLEY,HEX KEY 1/8INC 2-WAY T-HANDLE 69-289-22,0.173,210,165,30,MM,1039.5
1001002796-7000040069,3M,SUPER STRONG TRANSPARENT KTD-12,0.173,157,157,42,MM,1035.258
1001002796-7000040068,3M,SUPER STRONG FOR STEEL KKD-12,0.173,157,157,42,MM,1035.258
1001002796-7000040067,3M,SUPER STRONG PREMIER GOLD KPG-12,0.173,157,157,42,MM,1035.258
1001002796-7000040071,3M,SUPER STRONG ROUGH SURFACE KH-12,0.173,157,157,42,MM,1035.258
1001002798-TZE-FX641,BROTHER,TZE-FX641 FLEXIBLE BLACK ON YELLOW,0.134,198,145,28,MM,803.88
1001002796-7000028770,3M,SCOTCH HOUSEHOLD SCISSOR 8IN 1408,0.292,284,129.06,47.78,MM,1751.282251
1001002832-137555,UHU,UHU HOUSE HOLD EPOXY QUICK SET,0.075,2.8,9.5,17,CM,452.2
1001002832-137560,UHU,UHU HOUSE HOLD CONTACT STICK,0.075,2.8,9.5,17,CM,452.2
1001002787-B-101,BANDO,GREEN SEAL BANDO 16.7MM B-101,0.667,20,20,10,CM,4000
1001002794-58-114-81,STANLEY,NAIL SET 1/8INC 58-114-81,0.172,101,101,101,MM,1030.301
1001002804-0 3032 6002,AEG,CIRCULAR SAW 7.5INC KS 66-2,6.050,440,275,300,MM,36300
1001002798-TZE-252,BROTHER,TZE-252 RED ON WHITE,0.158,198,145,33,MM,947.43
1001002831-666053-344,INGERSOLL RAND,DIAPHRAGM PUMP OEM PP 666053-344,4.008,37,26,25,CM,24050
1001002831-66605J-344,INGERSOLL RAND,DIAPHRAGM PUMP OEM PP 66605J-344,4.008,37,26,25,CM,24050
1001002796-7000028783,3M,SCOTCH EXTERIOR MOUNTING TAPE 4011,0.228,157,157,55.4,MM,1365.5546
1001002798-TZE-151,BROTHER,TZE-151 BLACK ON CLEAR,0.156,195,145,33,MM,933.075
1001002794-42-264-20,STANLEY,LEV. JOBMASTER TORPEDO 9INCMAG 42-264-20,0.101,20,99,305,MM,603.9
1001002787-A-170,BANDO,GREEN SEAL BANDO 12.7MM A-170,0.667,20,20,10,CM,4000
1001002787-B-102,BANDO,GREEN SEAL BANDO 16.7MM B-102,0.667,20,20,10,CM,4000
1001002796-7000040072,3M,SUPER STRONG OUTSIDE WALL KB-10,0.164,157,157,40,MM,985.96
1001002813-1T-20SPZ,EATON,DOUBLE NIPPLE BSPT X BSPT 1T-20SPZ,0.462,180,110,140,MM,2772
1001002813-7N-20Z,EATON,NPT FEMALE X NPT FEMALE 7N-20Z,0.462,180,110,140,MM,2772
1001002799-30184,FISCHER,EXPANSION PLUG PD 8 SK,0.080,120,100,40,MM,480
1001002797-TL-D90 36W 950,PHILIPS,LIGHT BULBS TL-D90 36W 950/965,0.159,1213.6,28,28,MM,951.4624
1001002797-TL-D90 36W 965,PHILIPS,LIGHT BULBS TL-D90 36W 950/965,0.159,1213.6,28,28,MM,951.4624
1001002832-137585,UHU,UHU HOUSE HOLD WOOD,0.075,2.8,9.5,17,CM,452.2
1001002787-C-57,BANDO,GREEN SEAL BANDO 22.2MM C-57,0.667,20,20,10,CM,4000
1001002787-SPA-4000,BANDO,SP TYPE BANDO 12.5MM SPA-4000,0.667,20,20,10,CM,4000
1001002787-SPB-2170,BANDO,SP TYPE BANDO 16MM SPB-2170,0.667,20,20,10,CM,4000
1001002787-SPB-2175,BANDO,SP TYPE BANDO 16MM SPB-2175,0.667,20,20,10,CM,4000
1001002787-SPB-2180,BANDO,SP TYPE BANDO 16MM SPB-2180,0.667,20,20,10,CM,4000
1001002787-SPB-2200,BANDO,SP TYPE BANDO 16MM SPB-2200,0.667,20,20,10,CM,4000
1001002794-69-GR15B-23,STANLEY,GLUE-MINI GUN R-PIN DUAL 69-GR15B-23,0.341,225,130,70,MM,2047.5
1001002803-AJ595,PROTECTA,GALVANISED STEEL SCAFFOLD HOOK AJ595,0.192,24,12,4,CM,1152
1001002798-TZE-354,BROTHER,TZE-354 GOLD ON BLACK,0.158,198,145,33,MM,947.43
1001002787-B-103,BANDO,GREEN SEAL BANDO 16.7MM B-103,0.667,20,20,10,CM,4000
1001002794-91-923-22,STANLEY,TW CLICK 1/4INCDR 50-150 IN-LB 91-923-22,2.028,230,230,230,MM,12167
1001002813-5N-24-16Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-24-16Z,0.462,180,110,140,MM,2772
1001002794-S1-8550-320,STANLEY,DEADBOLT LOCK-DD CYLINDER S1-8550-320,0.720,180,160,150,MM,4320
1001002832-137655,UHU,UHU HOUSE HOLD ALL PURPOSE,0.075,2.8,9.5,17,CM,452.2
1001002832-137625,UHU,UHU HOUSE HOLD CONTACT LIQUID,0.075,2.8,9.5,17,CM,452.2
1001002832-137595,UHU,UHU HOUSE HOLD ALL PLASTIC,0.075,2.8,9.5,17,CM,452.2
1001002832-137590,UHU,UHU HOUSE HOLD EXPANDED POLYSTYRENE,0.075,2.8,9.5,17,CM,452.2
1001002803-AJ501,PROTECTA,SCREW LOCKING CARABINER,0.069,13,8,4,CM,416
1001002787-B-104,BANDO,GREEN SEAL BANDO 16.7MM B-104,0.667,20,20,10,CM,4000
1001002798-TZE-141,BROTHER,TZE-141 BLACK ON CLEAR,0.087,147,142,25,MM,521.85
1001002798-TZE-345,BROTHER,TZE-345 WHITE ON BLACK,0.087,147,142,25,MM,521.85
1001002798-TZE-741,BROTHER,TZE-741 BLACK ON YELLOW,0.087,147,142,25,MM,521.85
1001002813-1B-20Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002799-30188,FISCHER,EXPANSION PLUG PD 10 SK,0.080,120,100,40,MM,480
1001002799-60570,FISCHER,SANITARY FIXINGS S 8 RD60 WCR,0.080,120,100,40,MM,480
1001002799-60568,FISCHER,SANITARY FIXINGS S 8 RD80 WCR ,0.080,120,100,40,MM,480
1001002798-M-931,BROTHER,M-931 BLACK ON SILVER,0.059,147,96,25,MM,352.8
1001002787-A-174,BANDO,GREEN SEAL BANDO 12.7MM A-174,0.667,20,20,10,CM,4000
1001002787-C-58,BANDO,GREEN SEAL BANDO 22.2MM C-58,0.667,20,20,10,CM,4000
1001002787-C-59,BANDO,GREEN SEAL BANDO 22.2MM C-59,0.667,20,20,10,CM,4000
1001002787-B-106 (RS),BANDO,RED SEAL BANDO 16.7MM B-106 (RS),0.667,20,20,10,CM,4000
1001002787-SPB-2230,BANDO,SP TYPE BANDO 16MM SPB-2230,0.667,20,20,10,CM,4000
